Informe de palabras clave de búsqueda
1 de junio de 2026 - 20 de septiembre de 2026
Semana,Estado de las palabras clave,Palabra clave,Tipo de concordancia,Estado,Motivos del estado,Conversiones,Código de moneda,Coste/conv.,Coste,Impr.,Clics,CTR,CPC medio,Cuota impr. perd. de búsq. (ranking),Cuota impr. perdidas de parte sup. abs. de búsqueda (ranking),Tasa de conv.,Coste/todas las conversiones,Nivel de calidad,Duración media de la interacción por sesión (segundos) (GA4),Cuota de impr. de búsqueda
2026-07-13,Habilitado,"""video publicitario""",Concordancia de frase,Apto,,"0,00",PEN,"0,00","22,20",76,4,"5,26%","5,55","22,34%","48,94%","0,00%",0,5,"53,00","55,32%"
2026-07-20,Habilitado,"""video publicitario""",Concordancia de frase,Apto,,"0,00",PEN,"0,00","4,22",17,1,"5,88%","4,22","44,44%","60,32%","0,00%",0,5,"0,00","23,81%"
2026-07-27,Habilitado,"""video publicitario""",Concordancia de frase,Apto,,"0,00",PEN,"0,00","5,74",15,2,"13,33%","2,87","0,00%","4,65%","0,00%",0,5,"0,00","33,33%"
2026-08-03,Habilitado,"""video publicitario""",Concordancia de frase,Apto,,"0,00",PEN,"0,00","13,95",49,5,"10,20%","2,79","26,60%","59,57%","0,00%",0,5,"0,00","47,87%"
2026-08-10,Habilitado,"""video publicitario""",Concordancia de frase,Apto,,"3,00",PEN,"5,60","16,81",51,7,"13,73%","2,40","31,30%","53,73%","42,86%","4,20",5,"11,80","35,88%"
2026-08-17,Habilitado,"""video publicitario""",Concordancia de frase,Apto,,"2,00",PEN,"11,22","22,44",69,8,"11,59%","2,80","44,19%","70,93%","25,00%","11,22",5,"5,38","54,65%"
2026-08-24,Habilitado,"""video publicitario""",Concordancia de frase,Apto,,"3,00",PEN,"8,46","25,37",139,10,"7,19%","2,54","18,92%","37,46%","30,00%","8,46",5,"10,33","35,14%"
2026-08-31,Habilitado,"""video publicitario""",Concordancia de frase,Apto,,"3,00",PEN,"9,67","29,02",54,8,"14,81%","3,63","13,53%","29,95%","37,50%","7,26",5,"10,63","24,64%"
2026-09-07,Habilitado,"""video publicitario""",Concordancia de frase,Apto,,"0,00",PEN,"0,00","2,54",20,1,"5,00%","2,54","40,00%","75,00%","0,00%",0,5,"0,00","60,00%"
2026-09-14,Habilitado,"""video publicitario""",Concordancia de frase,Apto,,"0,00",PEN,"0,00","0,00",5,0,"0,00%",0,"80,95%",> 90%,"0,00%",0,5,"17,00","19,05%"
2026-06-01,En pausa,agencias audiovisuales,Concordancia amplia,En pausa,en pausa,"0,00",PEN,"0,00","0,00",0,0, --,0, --, --,"0,00%",0,6,0, --
2026-06-08,En pausa,agencias audiovisuales,Concordancia amplia,En pausa,en pausa,"0,00",PEN,"0,00","0,00",0,0, --,0, --, --,"0,00%",0,6,0, --
2026-06-15,En pausa,agencias audiovisuales,Concordancia amplia,En pausa,en pausa,"0,00",PEN,"0,00","0,00",0,0, --,0, --, --,"0,00%",0,6,0, --
2026-06-22,En pausa,agencias audiovisuales,Concordancia amplia,En pausa,en pausa,"0,00",PEN,"0,00","0,00",0,0, --,0, --, --,"0,00%",0,6,0, --
2026-06-29,En pausa,agencias audiovisuales,Concordancia amplia,En pausa,en pausa,"0,00",PEN,"0,00","0,00",0,0, --,0, --, --,"0,00%",0,6,0, --
2026-07-06,En pausa,agencias audiovisuales,Concordancia amplia,En pausa,en pausa,"0,00",PEN,"0,00","0,00",0,0, --,0, --, --,"0,00%",0,6,0, --
2026-07-13,En pausa,agencias audiovisuales,Concordancia amplia,En pausa,en pausa,"0,00",PEN,"0,00","33,90",65,4,"6,15%","8,48","35,03%","50,31%","0,00%",0,6,"27,00","35,67%"
2026-07-20,En pausa,agencias audiovisuales,Concordancia amplia,En pausa,en pausa,"0,00",PEN,"0,00","23,39",37,2,"5,41%","11,70","29,69%","43,75%","0,00%",0,6,"14,50","25,78%"
2026-07-27,En pausa,agencias audiovisuales,Concordancia amplia,En pausa,en pausa,"0,00",PEN,"0,00","0,00",0,0, --,0, --, --,"0,00%",0,6,0, --
2026-08-03,En pausa,agencias audiovisuales,Concordancia amplia,En pausa,en pausa,"0,00",PEN,"0,00","0,00",0,0, --,0, --, --,"0,00%",0,6,0, --
2026-08-10,En pausa,agencias audiovisuales,Concordancia amplia,En pausa,en pausa,"0,00",PEN,"0,00","0,00",0,0, --,0, --, --,"0,00%",0,6,0, --
2026-08-17,En pausa,agencias audiovisuales,Concordancia amplia,En pausa,en pausa,"0,00",PEN,"0,00","0,00",0,0, --,0, --, --,"0,00%",0,6,0, --
2026-08-24,En pausa,agencias audiovisuales,Concordancia amplia,En pausa,en pausa,"0,00",PEN,"0,00","0,00",0,0, --,0, --, --,"0,00%",0,6,0, --
2026-08-31,En pausa,agencias audiovisuales,Concordancia amplia,En pausa,en pausa,"0,00",PEN,"0,00","0,00",0,0, --,0, --, --,"0,00%",0,6,0, --
2026-09-07,En pausa,agencias audiovisuales,Concordancia amplia,En pausa,en pausa,"0,00",PEN,"0,00","0,00",0,0, --,0, --, --,"0,00%",0,6,0, --
2026-09-14,En pausa,agencias audiovisuales,Concordancia amplia,En pausa,en pausa,"0,00",PEN,"0,00","0,00",0,0, --,0, --, --,"0,00%",0,6,0, --
2026-06-01,Habilitado,produccion audiovisual,Concordancia amplia,Apto,,"0,00",PEN,"0,00","0,00",0,0, --,0, --, --,"0,00%",0,3,0, --
2026-06-08,Habilitado,produccion audiovisual,Concordancia amplia,Apto,,"0,00",PEN,"0,00","0,00",0,0, --,0, --, --,"0,00%",0,3,0, --
2026-06-15,Habilitado,produccion audiovisual,Concordancia amplia,Apto,,"0,00",PEN,"0,00","0,00",0,0, --,0, --, --,"0,00%",0,3,0, --
2026-06-22,Habilitado,produccion audiovisual,Concordancia amplia,Apto,,"0,00",PEN,"0,00","0,00",0,0, --,0, --, --,"0,00%",0,3,0, --
2026-06-29,Habilitado,produccion audiovisual,Concordancia amplia,Apto,,"0,00",PEN,"0,00","0,00",0,0, --,0, --, --,"0,00%",0,3,0, --
2026-07-06,Habilitado,produccion audiovisual,Concordancia amplia,Apto,,"0,00",PEN,"0,00","0,00",0,0, --,0, --, --,"0,00%",0,3,0, --
2026-07-13,Habilitado,produccion audiovisual,Concordancia amplia,Apto,,"0,00",PEN,"0,00","0,00",3,0,"0,00%",0,"40,91%","45,45%","0,00%",0,3,0,"13,64%"
2026-07-20,Habilitado,produccion audiovisual,Concordancia amplia,Apto,,"0,00",PEN,"0,00","23,14",61,5,"8,20%","4,63","44,54%","59,39%","0,00%",0,3,"41,25","23,14%"
2026-07-27,Habilitado,produccion audiovisual,Concordancia amplia,Apto,,"5,00",PEN,"16,08","80,38",162,20,"12,35%","4,02","0,67%","8,33%","25,00%","16,08",3,"30,40","27,14%"
2026-08-03,Habilitado,produccion audiovisual,Concordancia amplia,Apto,,"7,00",PEN,"6,09","42,63",170,19,"11,18%","2,24","28,81%","42,73%","36,84%","5,33",3,"25,72","24,18%"
2026-08-10,Habilitado,produccion audiovisual,Concordancia amplia,Apto,,"7,00",PEN,"7,11","49,74",254,24,"9,45%","2,07","45,29%","59,89%","29,17%","7,11",3,"17,59","23,92%"
2026-08-17,Habilitado,produccion audiovisual,Concordancia amplia,Apto,,"4,00",PEN,"9,62","38,49",166,13,"7,83%","2,96","59,28%","80,24%","30,77%","9,62",3,"15,50","35,33%"
2026-08-24,Habilitado,produccion audiovisual,Concordancia amplia,Apto,,"3,00",PEN,"15,43","46,29",210,14,"6,67%","3,31","31,24%","44,58%","21,43%","15,43",3,"19,09","22,12%"
2026-08-31,Habilitado,produccion audiovisual,Concordancia amplia,Apto,,"9,00",PEN,"26,86","241,77",876,79,"9,02%","3,06","37,37%","47,73%","11,39%","10,51",3,"20,44","15,47%"
2026-09-07,Habilitado,produccion audiovisual,Concordancia amplia,Apto,,"3,00",PEN,"58,22","174,65",764,72,"9,42%","2,43","67,69%","82,88%","4,17%","19,41",3,"18,52","22,80%"
2026-09-14,Habilitado,produccion audiovisual,Concordancia amplia,Apto,,"0,00",PEN,"0,00","29,02",174,12,"6,90%","2,42","80,16%",> 90%,"0,00%",0,3,"15,47","19,84%"
2026-06-01,Habilitado,casa productora,Concordancia amplia,Apto,,"0,00",PEN,"0,00","0,00",0,0, --,0, --, --,"0,00%",0,5,0, --
2026-06-08,Habilitado,casa productora,Concordancia amplia,Apto,,"0,00",PEN,"0,00","0,00",0,0, --,0, --, --,"0,00%",0,5,0, --
2026-06-15,Habilitado,casa productora,Concordancia amplia,Apto,,"0,00",PEN,"0,00","0,00",0,0, --,0, --, --,"0,00%",0,5,0, --
2026-06-22,Habilitado,casa productora,Concordancia amplia,Apto,,"0,00",PEN,"0,00","0,00",0,0, --,0, --, --,"0,00%",0,5,0, --
2026-06-29,Habilitado,casa productora,Concordancia amplia,Apto,,"0,00",PEN,"0,00","0,00",0,0, --,0, --, --,"0,00%",0,5,0, --
2026-07-06,Habilitado,casa productora,Concordancia amplia,Apto,,"0,00",PEN,"0,00","0,00",0,0, --,0, --, --,"0,00%",0,5,0, --
2026-07-13,Habilitado,casa productora,Concordancia amplia,Apto,,"0,00",PEN,"0,00","0,00",0,0, --,0, --, --,"0,00%",0,5,0, --
2026-07-20,Habilitado,casa productora,Concordancia amplia,Apto,,"0,00",PEN,"0,00","0,00",0,0, --,0, --, --,"0,00%",0,5,0, --
2026-07-27,Habilitado,casa productora,Concordancia amplia,Apto,,"0,00",PEN,"0,00","0,00",1,0,"0,00%",0,"0,00%","0,00%","0,00%",0,5,0,"20,00%"
2026-08-03,Habilitado,casa productora,Concordancia amplia,Apto,,"0,00",PEN,"0,00","1,62",18,1,"5,56%","1,62","45,90%","60,66%","0,00%",0,5,0,"27,87%"
2026-08-10,Habilitado,casa productora,Concordancia amplia,Apto,,"0,00",PEN,"0,00","1,35",23,1,"4,35%","1,35","46,91%","63,86%","0,00%",0,5,"0,00","24,69%"
2026-08-17,Habilitado,casa productora,Concordancia amplia,Apto,,"1,00",PEN,"4,56","4,56",20,2,"10,00%","2,28","68,89%","82,22%","50,00%","4,56",5,"12,00","31,11%"
2026-08-24,Habilitado,casa productora,Concordancia amplia,Apto,,"1,00",PEN,"18,48","18,48",52,5,"9,62%","3,70","29,63%","39,81%","20,00%","18,48",5,"23,00","22,22%"
2026-08-31,Habilitado,casa productora,Concordancia amplia,Apto,,"0,00",PEN,"0,00","10,20",52,5,"9,62%","2,04","35,83%","46,91%","0,00%","5,10",5,"22,60","15,96%"
2026-09-07,Habilitado,casa productora,Concordancia amplia,Apto,,"0,00",PEN,"0,00","2,23",45,1,"2,22%","2,23","78,33%",> 90%,"0,00%",0,5,"2,00","17,22%"
2026-09-14,Habilitado,casa productora,Concordancia amplia,Apto,,"0,00",PEN,"0,00","0,00",5,0,"0,00%",0,> 90%,> 90%,"0,00%",0,5,0,< 10%
2026-06-01,En pausa,videos institucionales,Concordancia amplia,En pausa,en pausa,"0,00",PEN,"0,00","0,00",0,0, --,0, --, --,"0,00%",0,3,0, --
2026-06-08,En pausa,videos institucionales,Concordancia amplia,En pausa,en pausa,"0,00",PEN,"0,00","0,00",0,0, --,0, --, --,"0,00%",0,3,0, --
2026-06-15,En pausa,videos institucionales,Concordancia amplia,En pausa,en pausa,"0,00",PEN,"0,00","0,00",0,0, --,0, --, --,"0,00%",0,3,0, --
2026-06-22,En pausa,videos institucionales,Concordancia amplia,En pausa,en pausa,"0,00",PEN,"0,00","0,00",0,0, --,0, --, --,"0,00%",0,3,0, --
2026-06-29,En pausa,videos institucionales,Concordancia amplia,En pausa,en pausa,"0,00",PEN,"0,00","0,00",0,0, --,0, --, --,"0,00%",0,3,0, --
2026-07-06,En pausa,videos institucionales,Concordancia amplia,En pausa,en pausa,"0,00",PEN,"0,00","0,00",0,0, --,0, --, --,"0,00%",0,3,0, --
2026-07-13,En pausa,videos institucionales,Concordancia amplia,En pausa,en pausa,"0,00",PEN,"0,00","0,00",2,0,"0,00%",0,"0,00%","12,50%","0,00%",0,3,0,"22,22%"
2026-07-20,En pausa,videos institucionales,Concordancia amplia,En pausa,en pausa,"0,00",PEN,"0,00","0,00",0,0, --,0, --, --,"0,00%",0,3,0, --
2026-07-27,En pausa,videos institucionales,Concordancia amplia,En pausa,en pausa,"0,00",PEN,"0,00","0,00",0,0, --,0, --, --,"0,00%",0,3,0, --
2026-08-03,En pausa,videos institucionales,Concordancia amplia,En pausa,en pausa,"0,00",PEN,"0,00","0,00",0,0, --,0, --, --,"0,00%",0,3,0, --
2026-08-10,En pausa,videos institucionales,Concordancia amplia,En pausa,en pausa,"0,00",PEN,"0,00","0,00",0,0, --,0, --, --,"0,00%",0,3,0, --
2026-08-17,En pausa,videos institucionales,Concordancia amplia,En pausa,en pausa,"0,00",PEN,"0,00","0,00",9,0,"0,00%",0,"46,15%","69,23%","0,00%",0,3,0,"53,85%"
2026-08-24,En pausa,videos institucionales,Concordancia amplia,En pausa,en pausa,"0,00",PEN,"0,00","0,00",1,0,"0,00%",0,"0,00%","0,00%","0,00%",0,3,0,"100,00%"
2026-08-31,En pausa,videos institucionales,Concordancia amplia,En pausa,en pausa,"0,00",PEN,"0,00","0,00",0,0, --,0, --, --,"0,00%",0,3,0, --
2026-09-07,En pausa,videos institucionales,Concordancia amplia,En pausa,en pausa,"0,00",PEN,"0,00","0,00",0,0, --,0, --, --,"0,00%",0,3,0, --
2026-09-14,En pausa,videos institucionales,Concordancia amplia,En pausa,en pausa,"0,00",PEN,"0,00","0,00",0,0, --,0, --, --,"0,00%",0,3,0, --
2026-06-01,Habilitado,productora audiovisual,Concordancia amplia,Apto,,"0,00",PEN,"0,00","0,00",0,0, --,0, --, --,"0,00%",0,5,0, --
2026-06-08,Habilitado,productora audiovisual,Concordancia amplia,Apto,,"0,00",PEN,"0,00","0,00",0,0, --,0, --, --,"0,00%",0,5,0, --
2026-06-15,Habilitado,productora audiovisual,Concordancia amplia,Apto,,"0,00",PEN,"0,00","0,00",0,0, --,0, --, --,"0,00%",0,5,0, --
2026-06-22,Habilitado,productora audiovisual,Concordancia amplia,Apto,,"0,00",PEN,"0,00","0,00",0,0, --,0, --, --,"0,00%",0,5,0, --
2026-06-29,Habilitado,productora audiovisual,Concordancia amplia,Apto,,"0,00",PEN,"0,00","0,00",0,0, --,0, --, --,"0,00%",0,5,0, --
2026-07-06,Habilitado,productora audiovisual,Concordancia amplia,Apto,,"0,00",PEN,"0,00","0,00",0,0, --,0, --, --,"0,00%",0,5,0, --
2026-07-13,Habilitado,productora audiovisual,Concordancia amplia,Apto,,"0,00",PEN,"0,00","67,91",124,11,"8,87%","6,17","30,74%","48,15%","0,00%",0,5,"8,21","34,12%"
2026-07-20,Habilitado,productora audiovisual,Concordancia amplia,Apto,,"7,00",PEN,"31,87","223,07",653,40,"6,13%","5,58","42,22%","57,05%","17,50%","31,87",5,"25,95","21,57%"
2026-07-27,Habilitado,productora audiovisual,Concordancia amplia,Apto,,"21,00",PEN,"12,47","261,85",715,69,"9,65%","3,79","0,44%","9,81%","30,43%","11,90",5,"27,10","24,33%"
2026-08-03,Habilitado,productora audiovisual,Concordancia amplia,Apto,,"20,00",PEN,"12,93","258,57",1.279,90,"7,04%","2,87","20,69%","37,53%","22,22%","12,93",5,"36,45","28,67%"
2026-08-10,Habilitado,productora audiovisual,Concordancia amplia,Apto,,"37,00",PEN,"7,74","286,24",1.434,117,"8,16%","2,45","36,93%","52,01%","31,62%","7,53",5,"31,31","23,14%"
2026-08-17,Habilitado,productora audiovisual,Concordancia amplia,Apto,,"8,50",PEN,"20,10","170,82",600,60,"10,00%","2,85","59,93%","80,53%","14,17%","20,10",5,"12,73","35,45%"
2026-08-24,Habilitado,productora audiovisual,Concordancia amplia,Apto,,"33,00",PEN,"12,36","407,94",1.468,137,"9,33%","2,98","33,34%","44,01%","24,09%","12,36",5,"33,62","17,80%"
2026-08-31,Habilitado,productora audiovisual,Concordancia amplia,Apto,,"7,00",PEN,"13,63","95,44",421,28,"6,65%","3,41","25,70%","33,07%","25,00%","13,63",5,"13,65","11,07%"
2026-09-07,Habilitado,productora audiovisual,Concordancia amplia,Apto,,"4,00",PEN,"64,06","256,23",1.490,105,"7,05%","2,44","71,70%","87,27%","3,81%","15,07",5,"21,21","23,47%"
2026-09-14,Habilitado,productora audiovisual,Concordancia amplia,Apto,,"2,00",PEN,"48,96","97,92",472,42,"8,90%","2,33","79,28%",> 90%,"4,76%","48,96",5,"29,29","20,72%"
2026-06-01,En pausa,"""productora audiovisual""",Concordancia de frase,En pausa,en pausa,"9,98",PEN,"28,69","286,27",593,47,"7,93%","6,09","27,81%","46,47%","21,23%","28,69",5,"25,24","51,55%"
2026-06-08,En pausa,"""productora audiovisual""",Concordancia de frase,En pausa,en pausa,"3,00",PEN,"115,85","347,55",604,48,"7,95%","7,24","26,64%","40,89%","6,25%","115,85",5,"14,62","52,62%"
2026-06-15,En pausa,"""productora audiovisual""",Concordancia de frase,En pausa,en pausa,"0,00",PEN,"0,00","389,13",450,51,"11,33%","7,63","28,33%","43,50%","0,00%",0,5,"21,25","47,42%"
2026-06-22,En pausa,"""productora audiovisual""",Concordancia de frase,En pausa,en pausa,"1,00",PEN,"389,69","389,69",524,51,"9,73%","7,64","36,69%","49,82%","1,96%","389,69",5,"23,79","41,89%"
2026-06-29,En pausa,"""productora audiovisual""",Concordancia de frase,En pausa,en pausa,"2,00",PEN,"143,40","286,81",455,45,"9,89%","6,37","46,81%","63,87%","4,44%","143,40",5,"61,63","51,35%"
2026-07-06,En pausa,"""productora audiovisual""",Concordancia de frase,En pausa,en pausa,"1,50",PEN,"205,72","308,58",441,56,"12,70%","5,51","46,74%","63,55%","2,68%","205,72",5,"29,63","46,87%"
2026-07-13,En pausa,"""productora audiovisual""",Concordancia de frase,En pausa,en pausa,"1,00",PEN,"343,99","343,99",433,44,"10,16%","7,82","15,25%","25,00%","2,27%","343,99",5,"25,23","57,09%"
2026-07-20,En pausa,"""productora audiovisual""",Concordancia de frase,En pausa,en pausa,"1,00",PEN,"45,82","45,82",129,8,"6,20%","5,73","27,55%","46,92%","12,50%","45,82",5,"49,67","38,10%"
2026-07-27,En pausa,"""productora audiovisual""",Concordancia de frase,En pausa,en pausa,"3,00",PEN,"8,64","25,93",63,9,"14,29%","2,88","0,63%","10,00%","33,33%","8,64",5,"29,57","39,38%"
2026-08-03,En pausa,"""productora audiovisual""",Concordancia de frase,En pausa,en pausa,"0,00",PEN,"0,00","0,00",0,0, --,0, --, --,"0,00%",0,5,0, --
2026-08-10,En pausa,"""productora audiovisual""",Concordancia de frase,En pausa,en pausa,"0,00",PEN,"0,00","0,00",0,0, --,0, --, --,"0,00%",0,5,0, --
2026-08-17,En pausa,"""productora audiovisual""",Concordancia de frase,En pausa,en pausa,"0,00",PEN,"0,00","0,00",0,0, --,0, --, --,"0,00%",0,5,0, --
2026-08-24,En pausa,"""productora audiovisual""",Concordancia de frase,En pausa,en pausa,"0,00",PEN,"0,00","0,00",0,0, --,0, --, --,"0,00%",0,5,"45,00", --
2026-08-31,En pausa,"""productora audiovisual""",Concordancia de frase,En pausa,en pausa,"0,00",PEN,"0,00","0,00",0,0, --,0, --, --,"0,00%",0,5,0, --
2026-09-07,En pausa,"""productora audiovisual""",Concordancia de frase,En pausa,en pausa,"0,00",PEN,"0,00","0,00",0,0, --,0, --, --,"0,00%",0,5,0, --
2026-09-14,En pausa,"""productora audiovisual""",Concordancia de frase,En pausa,en pausa,"0,00",PEN,"0,00","0,00",0,0, --,0, --, --,"0,00%",0,5,0, --
2026-06-01,En pausa,[cotizacion video corporativo],Concordancia exacta,En pausa,en pausa; baja calidad,"0,00",PEN,"0,00","0,00",0,0, --,0, --, --,"0,00%",0, --,0, --
2026-06-08,En pausa,[cotizacion video corporativo],Concordancia exacta,En pausa,en pausa; baja calidad,"0,00",PEN,"0,00","0,00",0,0, --,0, --, --,"0,00%",0, --,0, --
2026-06-15,En pausa,[cotizacion video corporativo],Concordancia exacta,En pausa,en pausa; baja calidad,"0,00",PEN,"0,00","0,00",0,0, --,0,> 90%,> 90%,"0,00%",0, --,0,< 10%
2026-06-22,En pausa,[cotizacion video corporativo],Concordancia exacta,En pausa,en pausa; baja calidad,"0,00",PEN,"0,00","0,00",0,0, --,0, --, --,"0,00%",0, --,0, --
2026-06-29,En pausa,[cotizacion video corporativo],Concordancia exacta,En pausa,en pausa; baja calidad,"0,00",PEN,"0,00","0,00",0,0, --,0,> 90%,> 90%,"0,00%",0, --,0,< 10%
2026-07-06,En pausa,[cotizacion video corporativo],Concordancia exacta,En pausa,en pausa; baja calidad,"0,00",PEN,"0,00","0,00",0,0, --,0, --, --,"0,00%",0, --,0, --
2026-07-13,En pausa,[cotizacion video corporativo],Concordancia exacta,En pausa,en pausa; baja calidad,"0,00",PEN,"0,00","0,00",0,0, --,0, --, --,"0,00%",0, --,0, --
2026-07-20,En pausa,[cotizacion video corporativo],Concordancia exacta,En pausa,en pausa; baja calidad,"0,00",PEN,"0,00","0,00",0,0, --,0, --, --,"0,00%",0, --,0, --
2026-07-27,En pausa,[cotizacion video corporativo],Concordancia exacta,En pausa,en pausa; baja calidad,"0,00",PEN,"0,00","0,00",0,0, --,0, --, --,"0,00%",0, --,0, --
2026-08-03,En pausa,[cotizacion video corporativo],Concordancia exacta,En pausa,en pausa; baja calidad,"0,00",PEN,"0,00","0,00",0,0, --,0, --, --,"0,00%",0, --,0, --
2026-08-10,En pausa,[cotizacion video corporativo],Concordancia exacta,En pausa,en pausa; baja calidad,"0,00",PEN,"0,00","0,00",0,0, --,0, --, --,"0,00%",0, --,0, --
2026-08-17,En pausa,[cotizacion video corporativo],Concordancia exacta,En pausa,en pausa; baja calidad,"0,00",PEN,"0,00","0,00",0,0, --,0, --, --,"0,00%",0, --,0, --
2026-08-24,En pausa,[cotizacion video corporativo],Concordancia exacta,En pausa,en pausa; baja calidad,"0,00",PEN,"0,00","0,00",0,0, --,0, --, --,"0,00%",0, --,0, --
2026-08-31,En pausa,[cotizacion video corporativo],Concordancia exacta,En pausa,en pausa; baja calidad,"0,00",PEN,"0,00","0,00",0,0, --,0, --, --,"0,00%",0, --,0, --
2026-09-07,En pausa,[cotizacion video corporativo],Concordancia exacta,En pausa,en pausa; baja calidad,"0,00",PEN,"0,00","0,00",0,0, --,0, --, --,"0,00%",0, --,0, --
2026-09-14,En pausa,[cotizacion video corporativo],Concordancia exacta,En pausa,en pausa; baja calidad,"0,00",PEN,"0,00","0,00",0,0, --,0, --, --,"0,00%",0, --,0, --
2026-06-01,Habilitado,productora de videos,Concordancia amplia,Apto,,"0,00",PEN,"0,00","0,00",0,0, --,0, --, --,"0,00%",0,3,0, --
2026-06-08,Habilitado,productora de videos,Concordancia amplia,Apto,,"0,00",PEN,"0,00","0,00",0,0, --,0, --, --,"0,00%",0,3,0, --
2026-06-15,Habilitado,productora de videos,Concordancia amplia,Apto,,"0,00",PEN,"0,00","0,00",0,0, --,0, --, --,"0,00%",0,3,0, --
2026-06-22,Habilitado,productora de videos,Concordancia amplia,Apto,,"0,00",PEN,"0,00","0,00",0,0, --,0, --, --,"0,00%",0,3,0, --
2026-06-29,Habilitado,productora de videos,Concordancia amplia,Apto,,"0,00",PEN,"0,00","0,00",0,0, --,0, --, --,"0,00%",0,3,0, --
2026-07-06,Habilitado,productora de videos,Concordancia amplia,Apto,,"0,00",PEN,"0,00","0,00",0,0, --,0, --, --,"0,00%",0,3,0, --
2026-07-13,Habilitado,productora de videos,Concordancia amplia,Apto,,"0,00",PEN,"0,00","0,00",7,0,"0,00%",0,"42,86%","61,90%","0,00%",0,3,0,"28,57%"
2026-07-20,Habilitado,productora de videos,Concordancia amplia,Apto,,"0,00",PEN,"0,00","0,00",14,0,"0,00%",0,"46,27%","56,72%","0,00%",0,3,0,"16,42%"
2026-07-27,Habilitado,productora de videos,Concordancia amplia,Apto,,"0,00",PEN,"0,00","1,70",8,1,"12,50%","1,70","0,00%","8,00%","0,00%",0,3,"6,00","32,00%"
2026-08-03,Habilitado,productora de videos,Concordancia amplia,Apto,,"3,00",PEN,"1,64","4,93",27,3,"11,11%","1,64","43,70%","55,56%","100,00%","1,23",3,"42,67","20,00%"
2026-08-10,Habilitado,productora de videos,Concordancia amplia,Apto,,"1,00",PEN,"3,99","3,99",32,2,"6,25%","2,00","42,86%","56,35%","50,00%","3,99",3,"18,00","21,43%"
2026-08-17,Habilitado,productora de videos,Concordancia amplia,Apto,,"0,00",PEN,"0,00","0,00",3,0,"0,00%",0,"83,33%",> 90%,"0,00%",0,3,0,"16,67%"
2026-08-24,Habilitado,productora de videos,Concordancia amplia,Apto,,"0,00",PEN,"0,00","0,00",0,0, --,0,"0,00%","0,00%","0,00%",0,3,0,< 10%
2026-08-31,Habilitado,productora de videos,Concordancia amplia,Apto,,"0,00",PEN,"0,00","0,00",0,0, --,0, --, --,"0,00%",0,3,0, --
2026-09-07,Habilitado,productora de videos,Concordancia amplia,Apto,,"0,00",PEN,"0,00","2,34",32,1,"3,13%","2,34","84,21%",> 90%,"0,00%",0,3,0,"15,79%"
2026-09-14,Habilitado,productora de videos,Concordancia amplia,Apto,,"0,00",PEN,"0,00","0,00",4,0,"0,00%",0,"89,66%",> 90%,"0,00%",0,3,0,"10,34%"
2026-06-01,Habilitado,empresa de videos,Concordancia amplia,Apto,,"0,00",PEN,"0,00","0,00",0,0, --,0, --, --,"0,00%",0, --,0, --
2026-06-08,Habilitado,empresa de videos,Concordancia amplia,Apto,,"0,00",PEN,"0,00","0,00",0,0, --,0, --, --,"0,00%",0, --,0, --
2026-06-15,Habilitado,empresa de videos,Concordancia amplia,Apto,,"0,00",PEN,"0,00","0,00",0,0, --,0, --, --,"0,00%",0, --,0, --
2026-06-22,Habilitado,empresa de videos,Concordancia amplia,Apto,,"0,00",PEN,"0,00","0,00",0,0, --,0, --, --,"0,00%",0, --,0, --
2026-06-29,Habilitado,empresa de videos,Concordancia amplia,Apto,,"0,00",PEN,"0,00","0,00",0,0, --,0, --, --,"0,00%",0, --,0, --
2026-07-06,Habilitado,empresa de videos,Concordancia amplia,Apto,,"0,00",PEN,"0,00","0,00",0,0, --,0, --, --,"0,00%",0, --,0, --
2026-07-13,Habilitado,empresa de videos,Concordancia amplia,Apto,,"0,00",PEN,"0,00","7,37",6,1,"16,67%","7,37","50,00%","72,22%","0,00%",0, --,0,"33,33%"
2026-07-20,Habilitado,empresa de videos,Concordancia amplia,Apto,,"1,00",PEN,"51,46","51,46",129,6,"4,65%","8,58","32,05%","46,23%","16,67%","51,46", --,"37,17","22,11%"
2026-07-27,Habilitado,empresa de videos,Concordancia amplia,Apto,,"5,00",PEN,"24,49","122,43",245,28,"11,43%","4,37","0,82%","13,83%","17,86%","24,49", --,"22,37","28,86%"
2026-08-03,Habilitado,empresa de videos,Concordancia amplia,Apto,,"5,00",PEN,"12,44","62,18",230,22,"9,57%","2,83","22,61%","41,07%","22,73%","12,44", --,"31,30","28,22%"
2026-08-10,Habilitado,empresa de videos,Concordancia amplia,Apto,,"7,00",PEN,"4,05","28,36",127,13,"10,24%","2,18","42,06%","52,97%","53,85%","3,54", --,"24,86","20,37%"
2026-08-17,Habilitado,empresa de videos,Concordancia amplia,Apto,,"0,00",PEN,"0,00","31,29",66,9,"13,64%","3,48","64,71%","81,51%","0,00%",0, --,"24,56","34,45%"
2026-08-24,Habilitado,empresa de videos,Concordancia amplia,Apto,,"7,00",PEN,"15,67","109,66",249,34,"13,65%","3,23","33,12%","43,10%","20,59%","15,67", --,"19,91","17,45%"
2026-08-31,Habilitado,empresa de videos,Concordancia amplia,Apto,,"2,00",PEN,"23,88","47,76",122,12,"9,84%","3,98","22,44%","30,01%","16,67%","23,88", --,"24,00","11,17%"
